Pertanyaan;Jawaban
Apakah bisa dikirimkan penawaran aktuaria untuk perusahaan kami?;"Bisa, namun untuk penawaran kami membutuhkan beberapa informasi perusahaan. Mohon dapat dilengkapi informasi di bawah ini Bapak / Ibu, terima kasih.   
1.⁠ ⁠Nama perusahaan
2.⁠ ⁠Alamat lengkap perusahaan
3.⁠ ⁠Jenis karyawan yang perlu dihitung (Tetap/Kontrak/keduanya) beserta jumlah karyawan
4.⁠ ⁠Perhitungan yang diinginkan, misal PSAK 24 atau ETAP
5.⁠ ⁠Periode perhitungan yang diinginkan, misal hanya periode 2022 saja
6.⁠ ⁠Nama KAP perusahaan
7.⁠ ⁠Apakah sudah pernah dihitung oleh konsultan aktuaria tahun sebelumnya? Jika sudah, mohon disebutkan KKAnya.
8.⁠ ⁠Kontak PIC (nama, no hp dan email)
9.⁠ ⁠Darimana Bapak / Ibu tahu informasi tentang kami? (website/iklan social media/lainnya?)
10.⁠ ⁠Apakah ada Dana Pensiun Lembaga Keuangan selain BPJS?
11.⁠ ⁠Apakah ada Imbalan Kerja Jangka Panjang Lainnya (Other Long-term Benefits), seperti Manfaat Cuti Besar, Penghargaan Masa Bakti/ Kerja, Penghargaan berupa Emas, dan lainnya (sebutkan, jika ada)?"
Apakah bisa dibantu melakukan perhitungan untuk karyawan yang resign / pensiun tanpa mengeluarkan laporan aktuaris? karena hanya untuk saya sendiri;Bisa, namun hanya akan dibantu hitung oleh salah satu dari tim kami bukan dari Kantor Konsultan Aktuaria. Lain hal, jika memang perusahaan yang membutuhkan perhitungan tersebut untuk pencadangan imbalan pasca kerja seluruh karyawannya, maka bisa kami bantu dengan lisensi dari Kantor Konsultan Aktuaria.
Apakah aktuaris akan membantu melakukan pencatatan pada laporan keuangan atau hanya memberikan angka saja?;Tidak, untuk pencatatan silakan dikoordinasikan dengan auditor karena kami hanya melakukan perhitungan imbalan pasca kerja saja dan angka tersebut biasanya digunakan oleh auditor dalam melakukan audit laporan keuangan perusahaan agar menjadi wajar tanpa pengecualian
Apakah bentuk hasil perhitungan yang nanti diberikan kepada kami?;Bentuk hasilnya berupa laporan, sama halnya seperti auditor yang menerbitkan laporan hasil auditnya
Kami ingin revisi laporan yang sudah difinalkan karena saran dari auditor, apakah bisa dibantu?;Laporan yang sudah final tidak dapat direvisi dan akan dikenakan biaya 50% jika ada revisi setelah final. Jika memang mengharuskan melakukan revisi laporan final, maka hardcopy laporan final yang sudah diterima sebelumnya harap dikirimkan kembali ke kantor kami.
Terkait rata-rata kenaikan gaji, apakah bisa diubah persentasenya jika memang kenyataannya tidak sebesar itu?;Bisa kami ubah, namun perusahaan harus memberikan surat pernyataan resmi terkait rata-rata kenaikan gaji tersebut. Untuk surat bisa kami bantu kirimkan template suratnya untuk dilengkapi oleh perusahaan.
Apakah bisa dibantu untuk perhitungan proyeksi di tahun berikutnya?;Bisa, namun untuk proyeksi perhitungan akan kami berikan dalam file terpisah yaitu berupa file excel yang berisikan tabel 1-5
Apakah draft perhitungan bisa dilakukan revisi jika ada data yang tidak sesuai?;Bisa, namun untuk revisi kami tidak menjanjikan 1 hari kerja melainkan untuk revisi sesuai dengan kompleksitas revisinya dan paling cepat H+7 hari kerja kami kirimkan hasil revisinya
Perusahaan kami saat ini sedang restrukturisasi jadi karyawan kami banyak yang di PHK, dan sudah kami bayarkan pesangonnya. Apakah nilainya bisa disesuaikan dengan nilai yang sudah kami keluarkan?;Bisa kami sesuaikan, namun ada beberapa dokumen pendukung yang kami perlukan. Seperti SK pemberian pesangon kepada karyawan yang di-PHK, dan dokumen pendukung lainnya
Apakah bisa dibantu perhitungannya hanya 1 tahun saja jadi tidak sampai usia pensiun? karena perusahaan kami ingin dibubarkan tahun depan;Bisa kami sesuaikan, namun ada beberapa dokumen pendukung yang kami perlukan. Seperti surat keterangan dari perusahaan, dan dokumen pendukung lainnya.
Gaji yang digunakan menjadi dasar perhitungan, diisi gaji saja atau sama tunjangan tetap?;Jika memang ada tunjangan tetap, akan dimasukkan juga ke dalam perhitungan. Nanti pada file excel terkait data karyawan gaji dan tunjangan tetap berada di kolom terpisah sehingga bisa diisi pada masing-masing kolom.
Pada file template excel terkait data karyawan, kolom besarnya pembayaran diisi komponen apa saja?;⁠⁠Kolom besar pembayaran, diisi pesangon atau kompensasi yang diberikan perusahaan kepada karyawan yang telah resign atau pensiun, jika tidak ada maka bisa dikosongkan saja
Apa yang dimaksud DPLK dan apa yang dilengkapi pada template excel terkait data perusahaan kolom DPLK (Iuran dari Perusahaan / Iuran dari Karyawan) diisi komponen apa?;DPLK merupakan Dana Pensiun Lembaga Keuangan yang dibentuk oleh bank atau perusahaan asuransi jiwa untuk menghimpun dana pensiun karyawan perusahaan. Untuk kolom DPLK baik Iuran Perusahaan maupun Karyawan diisi jika perusahaan memiliki Dana Pensiun selain BPJS, seperti dana pensiun yang dikelola oleh bank atau perusahaan asuransi, biasanya ada iuran yang dibayarkan tiap bulan oleh perusahaan kepada perusahaan tersebut. Namun, jika perusahaan hanya memiliki BPJS, maka bisa dikosongkan.
Apakah bisa dikirimkan laporan aktuarianya dalam bentuk file docx bukan pdf?;Mohon maaf, untuk softcopy kami hanya mengirimkan berupa pdf saja karena sudah menggunakan sistem.
Jika auditor kami membutuhkan tabel discount rate yang digunakan untuk kertas kerja mereka, apakah bisa dikirimkan?;Bisa, akan kami kirimkan discount rate yang kami gunakan dalam perhitungan. Namun, mohon tidak disebarluaskan karena discount rate ini kami peroleh dengan berlangganan di PHEI.
Jika karyawan sudah tidak aktif karena mutasi ke unit lain, maka dimasukkan sebagai apa statusnya?;Jika mutasi pindah ke entitas lain maka dianggap henti kerja di PT mutasi nya dan dibuat aktif di PT tujuan, dengan tanggal masuk adalah tanggal masuk di PT tujuan
Berdasarkan draft laporan aktuaria, kami mencatat bahwa pada tahun 2025 terdapat karyawan yang akan pensiun. Berdasarkan tabel analisa jatuh tempo pembayaran manfaat berikut, terdapat jumlah pesangon yang akan dibayarkan. Mohon informasikan kepada kami apakah jumlah pesangon tersebut sudah dikonfirmasi akan dibayarkan oleh Perusahaan pada tahun 2025?;Tabel tersebut hanya memuat estimasi nilai pembayaran manfaat pensiun (tanpa faktor nilai kini) hingga seluruh karyawan pada perusahaan mencapai usia pensiun. Adapun realisasi apakah pembayaran tersebut akan dilakukan atau tidak, kami tidak memperoleh informasi tersebut dan silakan dikoordinasikan langsung dengan manajemen perusahaan.
Terkait dengan tabel analisa jatuh tempo pembayaran manfaat tersebut, apakah tidak ada pemisahan untuk porsi lancar dari liabilitas imbalan kerja berdasarkan tanggal jatuh tempo pembayaran manfaat?;Kami bisa lampirkan terkait liabilitas jangka pendek untuk imbalan kerja berdasarkan tanggal jatuh tempo pembayaran manfaat serta rincian liabilitas untuk masing-masing karyawan. Mohon dapat diinfokan nama perusahaan dan email aktif agar dapat kami kirimkan segera.
Terdapat selisih antara jumlah karyawan yang ada di SPT dan dengan laporan aktuaria, apakah selisih tersebut merupakan karyawan yang di bawah 32 tahun sehingga tidak dihitung sesuai DSAK IAI terbaru?;"Kami mengikuti data dan informasi yang diberikan kepada kami. Untuk hal ini, mohon dikoordinasikan dengan PIC yang mengirimkan data kepada kami agar dapat dicocokkan dengan data yang dimaksud. 

Adapun informasi tambahan bahwa kami tidak pernah meminta laporan SPT perusahaan, karena perusahaan melakukan input data sesuai dengan template yang telah kami sediakan."
Apakah benefit paid yang dibayarkan sudah sesuai dengan data accounting yang tercatat di trial balance? Mohon bantuannya untuk mengirimkan list-nya dan Mohon diberikan dokumen pendukung nya misalnya: jurnal voucher dan persetujuan pemberian pesangon dan dokumen terkait lainnya.;Kami hanya diberikan angka sesuai dengan informasi dari perusahaan, mohon untuk berkoordinasi langsung dengan manajemen perusahaan terkait data tersebut.
Apakah kantor jasa aktuaria dan aktuaris sudah terdaftar dan mendapatkan ijin dari Pusat Pembinaan Profesi Keuangan (PPPK) Kementerian Keuangan?;Ya, kami sudah mendapatkan ijin dari PPPK
Apakah kantor jasa aktuaria dan aktuaris tidak berada dalam sanksi administratif yang dikenakan oleh PPPK? ;Tidak, kami tidak berada dalam sanksi administratif dari PPPK
Kualifikasi dari aktuaris dan penandatangan, termasuk tahun pengalaman – satu tim yang sama?;Ya, dalam satu tim yang sama
Lingkup pekerjaannya, apakah perlu mengumpulkan data langsung ke lapangan bertemu dengan manajemen atau seperti apa?;Data dan informasi yang digunakan untuk perhitungan kami terima dari manajemen perusahaan tanpa melakukan survey lapangan. Sehingga keakuratan dan keaslian data di bawah tanggung jawab manajemen perusahaan. Lalu, untuk data sendiri kami memiliki template yang harus dilengkapi oleh perusahaan dan jika sudah dilengkapi bisa dikirimkan kepada kami melalui email.
Penjelasan mengenai karyawan kontrak dimasukkan dalam perhitungan aktuaria?;Untuk ini, kami menyesuaikan dengan informasi yang diberikan oleh perusahaan, silakan dikoordinasikan kembali dengan perusahaan
Apakah untuk proses perhitungan dengan KKA baru harus berkomunikasi kembali dengan KKA sebelumnya?;Tidak perlu, untuk perhitungan kami hanya membutuhkan laporan aktuaria tahun sebelumnya jika sudah pernah melakukan perhitungan
Apakah ada kepentingan langsung atau tidak langsung dalam manajemen perusahaan klien?;Tidak ada
Kami sudah melakukan perhitungan secara internal, namun kami membutuhkan lisensi aktuaris agar laporan keuangan kami WTP (Wajar Tanpa Pengecualian). Apakah bisa dibantu menghitung namun disesuaikan dengan nilai yang sudah kami cadangkan secara internal?;"Sebagai Kantor Konsultan Aktuaria, kami berkewajiban memastikan bahwa hasil perhitungan yang kami tanda tangani:
- Berdasarkan metodologi yang objektif, akurat, dan sesuai standar profesi (SPAI, PSAK 24, dan IAS 19).
- Menggunakan asumsi yang wajar dan dapat dibuktikan (justifiable assumptions), bukan sekadar menyesuaikan dengan hasil internal klien.

Kami dapat mempertimbangkan hasil internal perusahaan sebagai referensi awal, namun tetap:
 • Kami perlu melakukan verifikasi atas data, asumsi, dan metode yang digunakan.
 • Jika hasil perhitungan internal tidak sesuai standar, kami wajib melakukan penyesuaian, walaupun itu berarti hasil akhirnya mungkin berbeda dari cadangan yang sudah dibukukan perusahaan."
Jika ada satu karyawan keluar dan masuk di tahun yang sama bagaimana?;Jika karyawan tersebut keluar dan mendapatkan uang kompensasi, maka tanggal masuk kerjanya menggunakan tanggal terbaru dan silakan dimasukkan ke dalam file template excel data karyawan beserta nilai uang kompensasi yang diberikan pada kolom realisasi pembayaran dan tanggal henti kerjanya.
Untuk usia pensiun diisi apa?;Pada file template excel, usia pensiun biasanya berdasarkan peraturan perusahaan, jika memang tidak ada maka kami akan menggunakan usia pensiun yang ditetapkan oleh pemerintah saat ini.
Jika ada pembayaran DP, maka invoice termin 2 akan dikeluarkan kapan?;Invoice termin 2 akan kami terbitkan saat ingin melakukan finalisasi laporan/cetak hardcopy laporan
Data yang dibutuhkan dalam perhitungan, kami masukkan data karyawan aktif saja atau bagaimana?;Betul, namun jika selama periode perhitungan terdapat karyawan yang pensiun/resign dan perusahaan memberikan uang pesangon/uang kompensasi, maka mohon dimasukkan juga data karyawan tidak aktif tersebut beserta uang pesangon/uang kompensasi yang diberikan pada file template excel kolom realisasi pembayaran serta tanggal henti kerjanya
Apakah data yang dihitung imbalan pasca kerja oleh aktuaris harus sama dengan SPT yang dilaporkan perusahaan?;"Kalau data yang di SPT  :
Untuk nominal yang dilaporkan adalah THP terdiri dari gaji pokok, tunjangan tetap dan tidak tetap, bonus, THR (tunjangan hari raya), dan pendapatan lain. 

Sedangkan data perhitungan aktuaria imbalan pasca kerja hanya gaji pokok dan tunjangan yang bersifat tetap, tentunya nominalnya tidak akan sama."
Apakah bisa melakukan perhitungan namun tidak mengeluarkan report?;Bisa, kami akan bantu melakukan perhitungan melalui sistem kami dan nanti hasilnya bisa dicek pada sistem kami. Saat sudah selesai perhitungan, akan kami infokan akses masuk ke dalam sistem kami untuk melihat hasil perhitungannya
Diketahui uang penghargaan masa kerja nya 23 jutaan, dikurang DPLK 5,9 jutaan, yang diisi di pembayaran nilai sesudah atau sebelum dikurangi DPLK?;Diisi dengan nilai sesudah dikurangi DPLK
Apakah proposal penawaran dan draft perhitungan dapat diberikan dalam bahasa Inggris?;Bisa, kami akan menyediakan dokumen proposal penawaran dan draft perhitungan dalam bahasa Indonesia dan bahasa Inggris.
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
